#{"t_start": 1702543920.5373437, "env_id": null}
r,l,t
371.45,203,12828.88306
148.7,426,12840.019675
262.39,273,12843.392996
344.74,229,12846.098321
329.28,222,12848.490577
277.96,281,12851.556644
104.56,456,12856.571588
312.41,235,12858.502761
267.16,310,12865.575437
241.22,335,12868.141316
-139.45,717,12873.492513
174.52,375,12876.336584
231.36,316,12878.728146
245.18,321,12885.860019
341.73,219,12887.580369
347.16,213,12889.285458
271.6,290,12891.496876
386.76,165,12892.835795
223.98,321,12895.291976
185.33,384,12898.182741
266.63,293,12900.427793
272.64,296,12907.409889
365.7,231,12909.226508
227.52,334,12911.764384
258.49,301,12914.060318
210.51,351,12916.752326
279.45,280,12918.917099
355.58,211,12920.571079
398.05,181,12927.12652
142.46,386,12930.066056
415.34,137,12931.166732
99.5,420,12934.376285
258.07,302,12936.671045
90.21,439,12939.977974
246.9,292,12946.99699
149.1,383,12949.929144
10.21,539,12953.896277
19.66,487,12957.500208
357.97,219,12959.178539
383.62,194,12960.677865
24.32,509,12969.206406
411.86,175,12970.597069
266.17,274,12972.729518
311.34,254,12974.681085
146.48,400,12977.698436
294.26,260,12979.687523
303.5,268,12981.796319
299.63,245,12988.362646
312.19,249,12990.459354
372.19,194,12992.086544
301.76,290,12994.390474
273.06,303,12996.738813
302.31,255,12998.714169
411.91,170,13000.07291
239.46,298,13002.39309
278.97,267,13009.465565
143.76,427,13013.81041
251.61,317,13016.956046
330.67,229,13019.252473
94.99,457,13023.773786
-5.34,570,13034.487266
265.08,288,13036.759976
315.96,236,13038.59406
306.42,266,13040.673637
262.49,278,13042.882634
84.85,480,13046.550699
380.71,175,13048.013901
391.94,172,13049.393278
367.62,177,13055.495473
163.67,393,13058.483962
370.42,203,13060.078779
401.99,172,13061.575811
237.59,280,13063.775042
126.09,386,13066.759991
297.52,249,13068.768895
243.5,315,13075.977212
295.01,290,13078.289387
342.38,250,13080.614163
311.65,228,13083.435193
337.05,213,13086.750825
323.89,235,13090.337635
326.93,235,13093.83831
185.59,372,13098.973039
320.77,248,13108.737748
313.15,259,13111.766737
318.06,235,13114.804102
277.35,266,13118.005639
300.44,249,13121.008865
72.4,446,13127.586901
326.36,192,13130.156091
294.93,231,13132.808391
311.51,258,13140.000805
397.43,198,13141.606852
288.37,269,13143.772575
71.76,489,13147.583998
316.27,211,13149.274567
219.66,291,13151.522769
374.83,186,13153.018516
313.7,252,13155.07665
69.56,484,13163.280625
269.01,256,13165.289895
181.78,397,13168.395135
249.76,276,13170.550774
243.95,261,13172.640267
218.38,354,13175.417225
200.11,350,13182.705969
346.46,215,13184.406774
300.73,266,13186.512516
315.36,205,13188.185906
286.13,267,13190.334743
247.48,316,13192.765338
20.44,480,13201.209666
355.72,197,13202.81779
281.55,287,13205.078977
350.31,218,13206.791297
265.86,288,13209.034798
292.15,245,13210.920779
351.6,201,13212.515701
341.82,234,13214.380498
331.75,223,13216.19443
289.79,263,13223.070334
379.92,208,13224.721715
374.23,172,13226.137918
125.32,383,13229.199115
340.08,231,13230.997999
219.58,340,13233.632974
342.39,198,13235.248573
328.54,213,13237.038394
179.65,401,13244.864795
91.74,430,13248.135655
357.62,214,13249.810158
297.21,295,13252.099761
296.98,277,13254.192868
286.95,246,13256.098499
214.96,332,13258.717545
389.48,199,13265.063554
162.1,413,13268.183379
366.62,185,13269.746093
414.4,184,13271.204082
301.91,215,13272.977094
294.27,289,13275.223304
330.02,209,13276.972828
286.77,243,13278.887425
184.99,377,13286.704456
308.35,250,13288.694787
219.99,336,13291.285506
335.58,244,13293.228361
314.55,226,13295.035977
317.28,230,13296.883927
371.18,188,13298.416333
201.1,362,13305.851098
127.43,452,13309.323123
175.15,387,13312.283834
314.59,246,13314.212075
295.96,262,13316.287667
283.62,253,13318.309852
162.52,383,13321.232452
255.72,285,13328.315213
198.99,325,13330.780897
349.49,195,13332.376293
464.09,144,13333.594163
-79.3,649,13338.565749
410.6,169,13339.919536
381.11,188,13341.439335
367.83,219,13347.833939
303.2,266,13349.903563
363.32,201,13351.619447
353.73,205,13353.273008
322.79,256,13355.324758
362.11,210,13357.004496
80.94,481,13360.647032
392.66,165,13362.019058
378.16,199,13368.333897
284.54,301,13370.686404
368.81,205,13372.43953
274.2,280,13374.687522
276.17,261,13376.788016
-27.48,592,13381.150441
128.0,431,13388.879707
286.75,270,13391.032041
319.83,214,13392.708828
142.22,401,13395.697868
329.13,207,13397.361962
320.38,232,13399.132287
192.16,350,13401.736136
377.31,177,13403.123538
354.36,216,13409.119562
193.53,371,13411.901531
352.28,229,13413.663883
373.37,211,13415.290389
304.48,230,13417.035267
273.27,282,13419.194928
247.28,332,13421.67511
373.9,201,13423.210503
151.28,428,13430.823912
256.45,306,13433.145551
258.42,288,13435.319739
222.33,347,13437.893498
315.51,183,13439.343263
318.27,217,13441.01548
327.1,244,13442.91653
218.88,354,13450.273965
398.22,192,13451.838473
32.25,515,13455.701235
360.93,196,13457.236304
317.32,212,13458.864215
353.45,223,13460.640987
157.14,406,13463.741431
308.82,252,13470.333917
212.29,352,13473.053265
394.29,183,13474.476991
320.86,223,13476.183226
66.55,472,13479.723325
336.41,216,13481.374381
159.77,380,13484.198769
-101.95,658,13493.767465
314.63,241,13495.588557
194.5,351,13498.177297
316.01,248,13500.057683
349.86,221,13501.731217
261.7,302,13504.004548
260.71,298,13510.976035
417.94,162,13512.292719
336.55,195,13513.841859
298.67,265,13515.835639
247.22,307,13518.171288
276.74,280,13520.321964
242.05,314,13522.662056
281.74,273,13524.727247
160.31,409,13532.438841
122.63,431,13535.650867
230.75,330,13538.104353
385.26,216,13539.754799
172.68,412,13542.869498
337.53,226,13544.62944
224.93,342,13551.848798
241.53,335,13554.401989
264.28,276,13556.559973
346.98,179,13557.942993
298.73,271,13559.963024
344.88,219,13561.646192
295.32,321,13564.079673
121.11,416,13571.845425
178.22,343,13574.454064
213.62,330,13576.906559
389.84,182,13578.307682
164.32,367,13581.001882
367.14,199,13582.548195
329.31,230,13584.29093
274.57,265,13590.934461
186.02,386,13593.854426
211.42,367,13596.654728
234.18,305,13598.972393
308.47,224,13600.692762
160.09,412,13603.758131
293.0,295,13610.579263
258.01,317,13612.975123
297.99,251,13614.915974
320.03,282,13617.056771
141.52,409,13620.120604
75.55,509,13623.885672
137.8,455,13631.939102
299.3,273,13634.071702
287.91,270,13636.14508
220.84,320,13638.550207
264.06,313,13640.881893
372.4,195,13642.375197
347.09,235,13644.256724
246.9,278,13651.033589
-188.78,732,13656.496519
312.26,240,13658.330481
294.46,268,13660.371286
175.18,382,13663.257405
264.05,287,13665.447335
75.38,516,13674.050131
251.9,295,13676.355896
292.21,280,13678.515093
306.41,210,13680.143769
10.67,542,13684.066296
303.66,230,13685.829264
343.03,229,13692.328598
263.8,285,13694.540802
361.4,211,13696.21321
160.15,388,13699.100334
221.89,356,13701.751214
324.63,253,13703.675145
248.96,313,13706.013493
323.42,226,13712.364902
146.66,416,13715.471967
270.11,284,13717.669948
208.93,364,13720.382752
109.52,448,13723.690303
185.07,402,13726.73078
273.71,282,13733.487051
382.68,181,13734.923864
262.27,270,13737.011897
289.04,239,13738.864595
383.83,166,13740.256896
259.22,321,13742.670619
138.32,415,13745.739542
43.43,524,13754.202024
364.76,191,13755.748131
333.57,235,13757.58304
357.1,226,13759.332813
412.33,162,13760.595862
372.03,207,13762.180186
253.78,294,13764.417934
370.97,194,13765.859943
299.89,251,13772.345604
251.82,286,13774.53095
299.26,294,13776.800272
159.65,386,13779.722159
273.37,313,13782.073164
291.45,268,13784.084379
320.99,241,13785.938745
122.8,458,13793.935022
-99.21,659,13798.87358
306.18,258,13800.793679
299.54,281,13802.915088
148.15,411,13805.991991
359.61,212,13812.261129
278.49,300,13814.492371
214.72,309,13816.894825
356.67,225,13818.649511
276.22,273,13820.731277
158.25,342,13823.301857
356.72,227,13825.051835
184.39,386,13832.700246
386.52,178,13834.08506
329.82,209,13835.703466
293.0,262,13837.740169
340.97,241,13839.576322
403.16,181,13841.012466
255.07,310,13843.341736
350.9,250,13845.226015
318.91,230,13846.983487
259.48,304,13854.002959
277.19,296,13856.250238
272.04,266,13858.298521
132.37,425,13861.448966
251.35,324,13863.881269
378.65,190,13865.340748
162.88,375,13868.082516
388.63,204,13874.337008
364.82,207,13875.988005
-411.29,981,13883.231766
299.16,261,13885.236047
262.22,281,13887.371755
287.68,236,13893.895253
249.88,308,13896.259696
216.5,330,13898.788099
233.76,301,13901.023804
-100.13,641,13905.664501
251.9,327,13908.079286
262.91,316,13915.027725
259.01,290,13917.202461
325.51,250,13919.222994
211.78,373,13922.028138
338.75,215,13923.65375
222.08,324,13926.08239
13.49,518,13934.47232
284.59,305,13936.731197
279.04,262,13938.764584
252.07,331,13941.243912
249.92,301,13943.501271
324.83,248,13945.418146
210.31,374,13948.217828
160.52,407,13955.799326
330.91,234,13957.584498
216.47,362,13960.328562
369.2,203,13961.913484
146.62,413,13964.975176
350.04,216,13966.645566
385.94,203,13968.227731
380.95,172,13974.220848
285.28,323,13976.587944
152.6,397,13979.538587
121.18,439,13982.852588
257.98,285,13984.967823
256.52,291,13987.112781
346.12,197,13993.320524
296.71,290,13995.485637
294.09,262,13997.455798
193.16,329,13999.906819
181.89,380,14002.816872
169.25,395,14005.756581
313.11,290,14008.01087
381.95,210,14014.272782
286.31,258,14016.193778
303.19,234,14018.028954
248.15,321,14020.44181
313.08,267,14022.493024
334.76,256,14024.474538
291.73,268,14026.476228
267.87,301,14028.725617
363.82,195,14034.878841
-171.93,703,14040.000468
205.54,366,14042.76807
324.1,201,14044.359614
332.69,249,14046.244012
438.93,163,14047.521634
314.29,231,14053.917541
148.35,384,14056.751499
63.2,505,14060.447732
249.67,344,14063.06458
386.48,190,14064.557475
350.62,181,14065.955141
197.3,399,14073.472237
329.19,198,14074.978776
69.9,480,14078.526887
317.55,251,14080.444277
396.11,180,14081.860838
333.32,244,14083.749995
194.07,329,14086.246298
335.08,200,14087.779647
285.08,256,14094.328601
400.26,169,14095.739882
182.08,412,14098.808533
332.93,216,14100.447463
331.06,241,14102.305063
356.07,227,14104.087581
302.4,276,14106.212962
315.81,251,14108.107923
383.84,219,14114.387395
380.35,189,14115.834038
352.39,193,14117.342218
314.39,259,14119.27568
300.05,261,14121.248044
133.4,439,14124.589595
362.25,233,14126.428328
422.8,162,14127.689429
360.93,202,14129.244764
369.44,214,14135.573421
367.01,206,14137.136714
195.0,356,14139.768682
279.37,337,14142.278071
227.5,350,14144.932312
352.5,211,14146.580968
325.69,256,14148.498539
303.83,262,14155.1851
301.34,291,14157.352755
233.27,356,14159.991888
311.16,275,14162.078987
432.34,165,14163.415066
286.45,262,14165.42638
341.07,236,14167.269953
298.66,269,14169.393842
319.53,275,14176.167639
299.81,295,14178.368719
341.52,245,14180.227804
200.0,375,14182.987176
392.71,175,14184.354529
285.54,304,14186.692211
305.66,262,14188.653603
222.75,340,14195.814807
344.22,215,14197.4647
352.74,252,14199.402476
349.3,246,14201.265253
-113.65,633,14205.994943
343.29,236,14207.816494
230.94,332,14210.28746
222.32,349,14217.495796
410.48,193,14218.986198
172.03,409,14222.047639
173.49,396,14225.022213
334.43,242,14226.877193
308.39,260,14228.861166
304.65,270,14235.578113
287.81,276,14237.608062
292.23,300,14239.900237
402.84,186,14241.328585
323.37,242,14243.221743
122.9,453,14246.700997
274.9,287,14248.881133
246.88,325,14255.94568
357.3,204,14257.57875
164.36,396,14260.514585
316.14,289,14262.67189
312.24,284,14264.799137
366.41,207,14266.432122
355.53,254,14268.390712
270.56,302,14270.681162
396.64,209,14276.965101
233.67,317,14279.402668
285.35,297,14281.675175
296.94,302,14283.963219
316.1,252,14285.976762
425.69,172,14287.359298
335.97,250,14289.363652
266.97,299,14296.310222
340.6,219,14298.06601
370.01,201,14299.589128
250.21,300,14301.887222
382.45,208,14303.44609
321.77,273,14305.586882
352.2,227,14307.355443
304.08,270,14309.490113
133.15,428,14317.322861
269.12,302,14319.66171
326.56,236,14321.453337
331.33,226,14323.193637
210.0,351,14325.817683
324.32,266,14327.881032
277.36,274,14329.959515
186.91,396,14337.573574
124.97,422,14340.839089
303.15,274,14342.887346
403.61,173,14344.244437
359.44,201,14345.785925
399.8,204,14347.39933
265.25,276,14349.59461
387.5,192,14351.077223
297.18,246,14357.503298
327.78,221,14359.192371
383.22,184,14360.621396
208.68,364,14363.413533
380.19,198,14364.934304
285.65,310,14367.291887
406.87,171,14368.644766
393.97,205,14370.307997
274.65,312,14372.628642
368.48,215,14378.863564
333.46,233,14380.649307
93.5,482,14384.232808
372.52,219,14385.938159
291.04,306,14388.235888
418.14,196,14389.771005
395.93,174,14391.148862
350.26,236,14392.969633
326.46,244,14399.461937
297.23,288,14401.649457
322.56,223,14403.367777
380.2,221,14405.045035
388.45,198,14406.58875
311.77,255,14408.527485
215.74,339,14411.160115
338.03,258,14413.113016
193.13,357,14420.381606
252.7,323,14422.772005
443.4,163,14424.05659
349.47,233,14425.792677
-56.15,634,14430.452678
289.35,287,14432.673009
158.31,404,14440.284426
134.15,453,14443.585288
140.58,438,14446.879232
383.37,180,14448.266226
223.18,366,14451.070598
426.85,172,14452.443022
300.16,285,14459.24357
312.26,260,14461.207918
292.79,323,14463.647569
404.14,177,14465.000904
211.61,372,14467.716539
288.95,290,14469.906121
186.59,362,14472.685009
182.52,368,14480.103255
275.96,302,14482.343909
368.75,235,14484.128722
200.49,339,14486.657877
450.04,165,14487.969803
274.75,283,14490.106683
265.28,254,14492.087124
373.84,231,14498.559191
254.01,345,14501.24293
340.52,249,14503.127477
310.99,229,14504.863063
386.85,182,14506.25994
363.78,207,14507.8589
395.98,210,14509.464126
264.97,295,14511.711884
309.14,285,14513.910461
195.11,371,14521.324723
205.24,334,14523.851225
305.91,280,14525.952956
406.05,169,14527.269105
351.02,233,14529.065926
304.04,283,14531.208045
325.61,247,14533.129783
316.99,267,14539.783355
372.46,188,14541.242904
302.92,276,14543.310294
271.18,310,14545.620503
230.53,355,14548.28362
314.44,278,14550.368403
384.53,205,14551.977247
284.07,293,14554.199432
101.47,508,14562.595188
258.99,324,14564.983573
277.38,298,14567.22785
221.1,309,14569.569116
191.29,390,14572.491428
258.4,298,14579.41582
372.98,188,14580.857292
288.38,273,14583.024061
320.09,248,14584.913172
323.31,244,14586.766141
378.96,245,14588.620798
193.63,367,14591.328195
298.43,269,14593.411237
353.83,209,14599.684509
111.62,475,14603.158731
293.42,303,14605.46412
386.35,202,14607.017044
293.1,292,14609.216567
57.04,535,14613.131879
326.37,240,14619.687289
278.61,302,14621.939457
341.34,233,14623.719566
280.28,312,14626.060449
373.39,175,14627.407664
391.73,181,14628.818847
403.04,215,14630.459644
359.46,218,14632.120297
401.29,181,14633.55407
391.97,183,14635.012377
363.58,221,14641.367049
254.24,337,14643.853152
372.24,215,14645.484318
280.99,250,14647.375347
328.67,259,14649.342043
144.79,426,14652.480483
348.85,221,14654.196626
399.3,193,14660.351105
422.93,163,14661.70401
268.91,307,14664.004057
270.45,307,14666.314077
378.31,236,14668.104018
278.12,304,14670.402582
302.53,279,14672.511278
307.03,283,14674.678258
352.84,245,14681.146751
171.75,387,14684.008399
389.84,221,14685.713308
288.16,235,14687.534063
307.56,254,14689.4448
385.53,227,14691.16797
346.55,220,14692.817434
336.11,231,14694.61485
188.54,398,14702.232502
260.69,316,14704.597634
321.76,260,14706.542299
322.21,240,14708.409309
172.48,391,14711.320308
236.42,344,14714.018944
271.41,279,14720.895826
343.01,238,14722.728742
404.58,183,14724.20803
191.13,390,14727.118835
141.47,412,14730.211034
329.09,249,14732.10445
58.58,474,14735.699043
343.93,190,14741.865331
346.44,240,14743.762943
322.72,263,14745.94114
419.87,169,14747.280263
169.23,440,14750.523213
370.59,188,14751.977066
422.88,182,14753.386116
243.72,345,14756.00376
225.45,353,14763.349124
326.39,237,14765.157851
272.84,303,14767.46989
292.29,260,14769.442448
326.55,245,14771.308804
302.58,267,14773.351267
173.16,380,14776.271883
350.97,259,14782.981713
381.32,210,14784.604009
326.11,236,14786.396758
180.73,387,14789.257706
416.1,192,14790.763876
88.59,508,14794.517831
263.96,331,14797.026533
221.56,340,14804.364532
245.72,341,14806.947185
403.4,160,14808.201944
208.14,380,14811.057059
237.24,342,14813.672032
101.81,477,14817.271359
349.0,222,14823.634053
336.67,227,14825.352987
297.85,282,14827.511544
215.51,373,14830.385621
345.26,225,14832.120418
376.5,204,14833.754968
183.64,400,14836.735297
378.72,220,14843.175263
401.91,181,14844.630963
190.21,369,14847.38291
382.31,200,14848.942142
355.93,256,14850.889688
343.44,221,14852.597428
355.8,183,14854.025829
311.12,265,14856.02158
377.03,177,14857.410728
260.53,351,14864.864995
331.8,252,14866.796884
325.82,250,14868.718477
337.19,230,14870.502735
63.27,542,14874.481746
187.72,399,14877.455666
372.84,207,14883.739131
265.59,282,14885.851103
267.58,313,14888.190953
360.77,201,14889.780199
362.62,218,14891.50664
324.9,246,14893.48224
325.41,232,14895.269752
341.17,215,14896.918446
3.36,610,14905.958164
338.72,223,14907.689333
168.68,390,14910.683144
-140.25,693,14915.900957
250.29,298,14918.166651
288.56,274,14924.982292
-111.62,688,14930.027707
379.14,206,14931.673229
363.4,233,14933.49857
322.79,241,14935.347411
411.92,170,14936.69259
294.42,284,14938.853469
354.54,227,14945.31449
415.71,175,14946.667683
345.22,241,14948.511724
334.95,261,14950.509124
376.05,213,14952.158423
362.81,219,14953.876341
96.46,463,14957.32786
361.86,219,14959.064074
425.62,184,14965.183935
401.62,176,14966.562672
275.57,308,14968.885731
330.81,247,14970.778438
315.41,253,14972.783672
296.63,232,14974.60997
268.15,299,14976.91528
346.43,258,14978.879554
294.97,307,14985.970451
293.5,277,14988.077869
158.19,412,14991.156429
396.43,192,14992.672177
381.44,209,14994.30248
420.63,159,14995.631704
388.3,200,14997.194692
358.98,223,14998.957191
327.36,249,15000.863579
339.34,242,15007.429231
383.35,172,15008.763889
384.2,169,15010.097112
351.85,248,15012.001493
245.49,314,15014.450614
347.64,189,15015.916237
260.95,315,15018.312739
279.63,319,15020.707148
149.87,450,15028.760867
358.76,240,15030.650733
125.57,436,15033.954397
359.92,220,15035.685205
308.29,245,15037.652507
202.65,362,15040.444161
145.19,425,15048.387242
282.96,272,15050.516028
253.31,329,15053.032583
188.25,373,15055.916593
330.03,270,15058.037514
324.92,235,15059.840647
244.47,319,15062.310042
320.99,274,15069.181927
452.03,140,15070.357924
259.56,359,15073.078382
-18.83,588,15077.434031
415.75,151,15078.713479
312.99,266,15080.852234
296.59,285,15087.771291
264.52,298,15090.082871
294.47,289,15092.308967
321.36,247,15094.192329
116.62,453,15097.549524
381.73,208,15099.150123
395.9,211,15100.790671
269.34,316,15103.209749
312.59,218,15109.587676
367.07,183,15111.050691
343.42,260,15113.050638
318.25,276,15115.189267
273.13,250,15117.12569
298.41,286,15119.352072
186.56,358,15122.064915
286.16,295,15129.019567
324.18,222,15130.803886
288.84,283,15132.977166
269.78,296,15135.248435
266.5,315,15137.626333
318.27,241,15139.472579
323.0,269,15141.512908
325.96,263,15143.52798
353.69,223,15149.968765
248.24,310,15152.432158
319.52,244,15154.313907
207.83,379,15157.161602
185.92,395,15160.120445
275.54,248,15162.061118
326.01,250,15164.02262
337.9,241,15170.586766
87.19,501,15174.427415
194.63,382,15177.260104
372.32,214,15178.894063
310.07,280,15181.062568
267.68,302,15183.340218
348.46,227,15189.751359
277.17,282,15191.998324
258.31,311,15194.445078
231.15,341,15196.985933
274.66,275,15199.077645
300.66,271,15201.116771
260.54,318,15203.529662
373.79,210,15205.150005
377.07,199,15211.42095
205.69,361,15214.250364
197.83,387,15217.173254
104.66,469,15220.652485
371.4,204,15222.262864
431.27,164,15223.554225
309.93,299,15230.52902
280.51,286,15232.736801
419.95,198,15234.324999
405.96,166,15235.700562
-92.89,614,15240.366418
311.41,249,15242.276201
278.64,289,15244.469537
317.29,270,15251.205579
332.28,258,15253.168641
299.45,296,15255.592272
387.85,200,15257.195066
257.44,299,15259.529471
367.97,232,15261.316543
298.84,242,15263.182332
284.1,270,15265.225569
253.51,303,15272.236878
235.99,358,15274.964465
157.19,425,15278.179896
375.43,210,15279.78557
234.22,328,15282.251232
251.67,329,15284.715925
348.34,201,15286.281204
349.51,237,15292.816573
296.22,280,15294.995573
340.53,226,15296.759278
385.63,195,15298.333033
353.33,266,15300.332749
-12.38,612,15304.802662
234.5,352,15307.52302
202.04,384,15315.138502
257.08,281,15317.354707
335.15,247,15319.272646
271.78,316,15321.663256
258.65,354,15324.323074
275.38,256,15326.305763
379.1,207,15327.92476
248.11,290,15334.882839
242.49,338,15337.471813
318.58,263,15339.620337
344.58,262,15341.632558
398.71,187,15343.107766
344.31,246,15344.986449
249.2,326,15347.454063
402.16,200,15353.729252
188.01,388,15356.726664
342.43,257,15358.72867
0.98,505,15362.501888
361.77,195,15364.012944
406.49,199,15365.575323
276.88,257,15367.574587
257.35,300,15374.603813
290.89,282,15376.80405
417.12,137,15377.954081
334.73,271,15380.059385
360.59,219,15381.760466
233.4,356,15384.493905
375.12,176,15385.896084
237.62,338,15388.412259
55.17,511,15396.919422
193.5,359,15399.669035
180.52,408,15402.76043
195.75,392,15405.727186
389.86,200,15407.304419
109.41,436,15415.19911
322.82,273,15417.320728
367.63,204,15418.923886
324.9,203,15420.522158
-55.6,608,15425.137526
265.05,314,15427.59608
364.87,215,15429.247292
415.94,207,15435.520547
321.32,232,15437.314962
347.82,214,15438.979126
274.07,266,15441.007514
380.85,185,15442.490836
237.21,349,15445.137114
182.4,388,15448.115226
309.37,272,15450.208999
257.73,271,15456.981037
402.79,163,15458.273968
36.43,546,15462.319883
250.83,291,15464.624644
391.93,201,15466.21593
396.06,203,15467.832407
399.1,179,15469.238883
333.16,261,15475.954381
202.27,363,15478.661047
312.61,280,15480.767177
320.99,252,15482.689406
362.73,231,15484.527689
178.32,395,15487.59662
399.96,217,15489.253648
322.82,248,15491.160399
365.42,244,15497.584385
403.68,180,15498.982419
415.96,163,15500.256105
295.71,290,15502.569932
381.06,171,15503.960541
287.91,274,15506.225759
369.22,208,15507.899527
394.15,171,15509.28543
391.43,193,15510.791798
365.48,212,15512.489193
300.88,265,15518.943323
435.98,145,15520.107762
85.91,474,15523.590822
241.65,315,15526.033696
223.42,334,15528.618129
286.31,283,15530.793301
153.65,404,15538.216589
326.48,265,15540.236901
380.55,219,15541.940292
-166.12,750,15547.450565
391.77,203,15549.078466
222.48,364,15551.875162
318.67,245,15558.13842
348.83,221,15559.853338
141.37,405,15562.876411
291.97,319,15565.290971
340.07,203,15566.860112
-37.99,604,15571.523865
351.95,235,15577.741658
323.22,273,15579.841539
329.78,272,15581.907391
284.57,275,15583.976698
366.85,210,15585.607835
430.45,174,15586.963238
20.33,560,15591.208258
387.79,198,15597.546205
320.53,222,15599.260202
361.89,219,15600.93076
163.24,423,15604.100148
383.74,178,15605.505194
343.66,229,15607.278341
326.13,225,15609.052247
317.78,254,15611.07239
-67.76,670,15620.872156
121.72,477,15624.441253
270.84,287,15626.631917
374.52,216,15628.299458
375.57,216,15630.032583
276.73,295,15632.358641
261.02,309,15639.411655
390.49,206,15641.017423
332.3,206,15642.648806
351.83,221,15644.380023
413.52,185,15645.810871
375.23,242,15647.65066
193.81,368,15650.414356
347.29,223,15652.199561
219.64,359,15659.664264
350.71,226,15661.404565
398.97,201,15663.04284
-194.09,748,15668.53567
329.59,258,15670.611865
256.23,323,15673.138503
379.46,182,15674.58313
418.72,156,15680.533273
411.19,173,15681.956814
341.21,243,15683.811796
343.92,220,15685.516635
268.33,321,15687.908776
232.8,360,15690.615772
326.31,248,15692.551328
412.78,191,15694.064706
356.67,242,15700.656948
157.6,425,15703.8037
299.79,258,15705.747955
404.84,176,15707.130579
290.46,273,15709.180288
243.3,320,15711.568619
406.48,200,15713.126009
376.61,189,15714.62461
273.03,288,15721.524316
169.23,413,15724.610415
195.29,385,15727.488215
167.05,385,15730.364831
304.41,258,15732.360384
280.58,286,15734.571373
337.34,220,15741.029315
200.73,381,15743.839697
343.26,197,15745.415445
363.41,201,15746.990713
311.24,271,15749.073844
77.14,512,15752.836274
317.35,262,15754.858081
337.7,203,15761.218409
42.44,528,15765.126015
282.98,308,15767.522674
283.87,293,15769.774765
199.05,370,15772.54089
415.52,199,15774.095529
356.88,235,15775.970456
307.48,290,15782.867953
389.73,201,15784.440802
408.0,186,15785.895882
312.55,239,15787.719991
343.15,245,15789.578734
247.7,304,15791.871161
98.1,489,15795.528231
345.36,220,15801.948326
75.15,480,15805.548237
380.32,196,15807.096364
383.21,209,15808.727953
429.83,174,15810.097942
443.13,145,15811.242596
327.19,208,15812.845599
412.69,178,15814.273547
405.39,174,15815.674759
311.98,251,15822.295748
342.96,266,15824.312999
349.47,225,15826.090024
371.85,230,15827.840617
407.2,198,15829.373477
293.86,283,15831.521878
247.08,331,15834.041848
370.12,228,15835.883215
186.11,407,15843.605485
371.15,227,15845.400138
320.66,223,15847.122237
408.37,167,15848.433602
295.17,280,15850.563714
369.12,224,15852.274122
322.02,293,15854.492161
92.4,458,15857.971045
385.69,196,15864.205951
396.05,191,15865.748436
219.1,368,15868.521571
265.89,277,15870.621285
308.64,274,15872.70463
343.61,254,15874.665934
382.95,225,15876.384334
239.05,369,15883.875691
198.05,395,15886.831978
1.88,549,15890.875042
213.36,382,15893.711131
241.28,316,15896.126002
231.73,366,15903.573606
75.95,520,15907.415276
260.69,305,15909.751767
442.55,164,15911.032818
259.17,305,15913.328338
430.68,169,15914.684604
343.49,242,15916.530131
418.32,159,15917.863193
148.48,404,15925.583184
327.99,248,15927.47545
262.66,302,15929.752281
277.46,294,15932.055337
404.44,186,15933.525654
346.23,214,15935.191418
442.34,155,15936.45517
430.92,185,15937.928836
237.46,317,15945.016573
337.63,228,15946.865702
361.3,211,15948.502739
404.53,182,15949.937354
159.78,406,15953.03619
395.33,189,15954.582962
433.86,167,15955.928131
392.64,187,15957.461516
411.01,178,15958.866117
265.24,330,15966.097013
348.39,206,15967.761826
243.72,307,15970.081649
257.75,306,15972.429603
173.58,376,15975.392606
348.52,230,15977.156532
244.08,338,15979.741973
296.68,259,15986.364404
434.09,169,15987.713952
228.59,368,15990.516294
300.77,283,15992.705353
266.61,299,15994.992226
457.77,138,15996.131506
281.24,298,15998.445295
151.63,437,16006.470897
339.01,225,16008.229672
353.4,190,16009.712094
400.37,168,16011.066599
66.07,497,16014.801764
471.02,132,16015.861908
350.57,211,16017.505453
212.89,355,16020.150535
176.32,379,16027.684538
399.48,166,16028.992903
271.97,308,16031.464419
334.02,228,16033.209891
469.65,135,16034.313133
338.84,214,16036.057638
215.14,348,16038.644928
311.34,278,16040.819336
356.94,202,16047.058501
230.72,357,16049.779097
420.04,170,16051.160183
154.54,406,16054.201794
340.12,257,16056.165048
357.84,205,16057.758575
265.34,348,16060.390464
275.83,308,16067.410667
244.43,313,16069.768676
302.26,278,16071.886142
365.57,218,16073.551353
315.36,253,16075.463601
307.99,255,16077.416127
404.57,176,16078.87614
295.07,283,16081.052449
414.53,196,16082.590993
311.74,252,16089.200131
133.84,451,16092.622509
239.51,374,16095.463656
377.89,218,16097.169672
323.25,246,16099.082884
280.85,303,16101.386396
246.91,317,16108.446761
360.9,224,16110.152004
476.33,126,16111.201823
258.93,342,16113.794585
344.93,232,16115.597353
203.11,365,16118.332411
340.79,215,16119.986277
396.75,206,16121.602379
347.67,208,16123.20291
350.94,223,16129.469643
418.38,184,16130.920089
310.4,289,16133.090945
316.81,255,16135.057625
389.82,185,16136.540454
403.82,186,16138.047962
309.23,269,16140.116065
352.87,246,16142.013776
338.96,247,16143.927592
348.03,212,16149.881173
344.56,248,16151.790335
303.04,283,16153.940393
337.92,240,16155.954591
229.17,347,16158.545168
233.65,345,16161.200572
