#{"t_start": 1702543920.5373437, "env_id": null}
r,l,t
294.15,316,20126.254555
380.98,235,20128.107189
450.79,157,20129.386949
426.54,166,20130.738446
469.16,154,20132.016774
458.54,165,20133.366041
485.22,109,20134.287484
401.99,205,20135.916015
306.06,295,20138.255852
380.73,228,20144.76607
445.43,183,20146.186435
456.65,166,20147.509997
443.39,169,20148.925774
432.1,178,20150.306231
350.92,222,20152.035668
431.55,187,20153.506497
483.03,121,20154.48717
434.78,180,20155.888122
447.02,150,20157.09228
445.54,164,20158.400588
331.69,281,20165.331634
425.04,184,20166.780385
338.19,263,20168.828131
349.73,262,20170.830786
308.87,294,20173.065225
431.22,171,20174.412166
426.48,182,20175.832154
402.52,219,20177.526832
473.71,148,20178.699705
420.15,178,20180.115638
328.72,250,20186.801197
477.09,143,20187.960449
460.23,155,20189.199024
457.97,148,20190.36111
437.72,153,20191.588877
357.2,247,20193.464502
438.38,165,20194.76222
232.55,359,20197.497193
404.04,206,20199.100492
495.96,127,20200.13256
411.47,190,20206.301628
383.17,221,20208.138943
448.27,140,20209.292673
313.1,289,20211.483037
431.46,201,20213.054366
379.53,199,20214.582497
433.77,179,20215.998069
389.96,204,20217.579913
481.11,123,20218.570502
378.54,216,20220.240075
454.19,142,20221.368444
460.1,164,20227.30582
474.32,140,20228.453646
342.06,246,20230.364961
314.4,291,20232.616025
379.14,217,20234.309118
413.21,173,20235.679481
301.35,302,20238.00612
396.25,213,20239.657934
309.52,256,20241.626709
507.83,111,20242.536312
315.13,307,20249.538181
389.16,217,20251.210571
440.9,177,20252.625804
377.32,218,20254.318966
407.69,153,20255.556773
497.7,125,20256.577238
457.06,160,20257.86287
465.31,158,20259.161774
261.3,338,20261.737649
489.02,139,20262.846618
336.31,258,20269.609267
419.21,195,20271.167788
398.31,219,20272.853698
445.18,178,20274.273767
475.86,144,20275.436276
461.15,144,20276.620301
479.53,144,20277.797459
380.88,230,20279.583179
213.22,396,20282.595831
420.53,191,20284.092463
398.66,213,20290.458581
414.35,185,20291.915383
283.09,284,20294.109664
411.2,184,20295.544418
486.56,136,20296.674428
402.98,193,20298.229787
351.98,265,20300.300028
468.78,147,20301.515618
424.24,183,20302.940824
486.77,125,20303.960629
316.97,283,20310.874877
451.27,147,20312.062048
486.45,132,20313.152631
389.55,187,20314.629635
457.48,166,20315.956317
373.53,228,20317.731242
470.33,130,20318.803272
372.64,238,20320.660696
462.93,151,20321.893264
381.56,214,20323.611948
455.2,137,20324.799443
474.48,147,20325.983303
424.47,143,20331.834502
301.67,295,20334.080611
504.35,111,20334.998449
471.7,143,20336.157258
323.19,290,20338.373169
461.73,125,20339.418738
412.86,170,20340.745685
384.55,202,20342.317571
411.89,176,20343.743239
486.56,132,20344.829951
454.53,130,20345.895323
356.19,257,20352.610862
410.95,190,20354.086592
117.7,507,20357.912782
466.0,148,20359.100036
391.79,198,20360.658463
422.53,158,20361.909566
383.02,246,20363.836061
431.82,169,20365.17695
144.01,451,20373.32732
421.6,158,20374.599529
445.24,156,20375.85619
423.54,181,20377.261996
450.11,161,20378.5481
414.58,196,20380.068747
497.88,119,20381.031244
500.63,129,20382.108068
504.47,121,20383.103111
455.85,145,20384.339884
433.91,178,20385.756861
472.74,137,20386.855487
427.03,194,20388.382718
493.44,118,20394.156426
510.48,103,20395.028362
450.56,175,20396.427491
498.97,118,20397.393051
366.99,232,20399.174954
357.55,215,20400.880056
517.46,116,20401.837917
445.85,156,20403.074496
419.62,197,20404.59932
406.37,212,20406.262781
518.13,109,20407.155473
510.87,122,20408.154361
502.57,124,20409.181627
472.04,139,20410.311543
283.4,297,20417.362585
501.49,113,20418.289702
451.39,167,20419.626221
498.54,133,20420.690845
474.09,150,20421.907907
331.11,265,20423.956492
455.91,176,20425.34968
496.53,115,20426.307733
494.51,126,20427.330013
242.51,354,20430.075857
0.89,581,20439.182077
437.43,188,20440.746433
481.97,125,20441.776052
482.11,128,20442.817277
410.61,206,20444.427007
452.09,160,20445.716967
413.51,188,20447.180301
490.74,137,20448.290243
423.48,163,20449.607328
203.59,419,20457.455899
476.29,151,20458.704592
404.79,195,20460.281188
329.43,261,20462.307779
519.34,102,20463.164233
401.39,207,20464.8069
489.06,121,20465.807285
497.08,104,20466.695055
312.76,297,20468.988098
354.97,264,20471.045942
487.43,137,20472.143869
457.95,146,20478.003236
306.34,289,20480.245851
435.56,165,20481.581135
404.91,183,20483.074027
480.37,147,20484.266009
389.49,229,20486.054113
318.58,264,20488.061179
389.23,227,20489.830311
438.05,181,20491.249412
457.34,167,20492.551435
457.86,158,20493.839752
372.29,236,20500.449649
281.93,312,20502.842836
500.54,117,20503.840655
482.9,122,20504.847204
346.13,268,20506.937455
294.54,317,20509.372252
402.43,191,20510.869519
434.53,179,20512.303533
411.72,208,20513.954254
482.18,138,20519.751667
502.92,128,20520.794404
435.2,175,20522.165172
466.07,145,20523.347117
371.84,202,20524.951524
504.12,112,20525.878374
283.3,324,20528.37812
432.2,170,20529.737829
443.04,170,20531.096277
478.21,144,20532.237265
341.21,271,20534.307641
398.7,185,20535.785392
369.4,238,20542.289546
327.77,263,20544.326672
438.48,179,20545.740242
426.08,169,20547.096258
492.08,129,20548.17404
414.02,194,20549.749733
472.69,136,20550.894251
471.06,143,20552.073574
422.08,171,20553.443928
439.61,178,20554.919337
487.51,112,20555.849866
340.74,256,20562.58643
493.72,137,20563.717852
515.96,117,20564.698377
437.09,170,20566.134315
440.12,182,20567.619663
178.02,391,20570.702899
388.07,204,20572.321888
376.54,244,20574.252882
465.58,137,20575.366206
471.81,150,20576.546185
475.77,141,20577.680212
394.62,225,20584.118961
379.02,238,20585.967336
246.14,359,20588.702237
432.08,186,20590.170371
515.05,102,20591.021945
439.63,183,20592.471794
387.94,232,20594.293287
475.16,152,20595.52428
455.79,167,20596.856202
458.85,171,20598.200406
380.33,207,20604.529332
462.68,159,20605.78264
392.35,224,20607.570967
493.76,121,20608.564189
434.23,162,20609.817986
468.7,134,20610.92478
289.37,306,20613.334635
466.7,130,20614.402965
503.0,108,20615.307313
498.95,131,20616.381495
416.07,173,20617.776657
429.97,197,20619.349749
465.71,149,20625.268921
482.5,142,20626.423628
506.5,115,20627.390632
400.46,210,20629.017052
426.86,189,20630.511616
420.54,197,20632.053051
488.29,124,20633.074274
367.34,245,20634.96369
381.56,232,20636.762918
326.74,271,20638.858196
472.85,146,20640.053895
379.26,223,20646.5269
425.86,172,20647.910722
409.12,205,20649.486648
504.92,125,20650.514767
326.81,274,20652.611274
453.81,175,20653.982507
503.48,108,20654.875639
504.1,123,20655.890722
511.85,109,20656.799335
461.0,153,20658.028634
508.16,114,20658.970202
418.58,191,20660.498983
384.06,218,20666.967773
447.27,160,20668.318019
509.66,116,20669.302598
478.02,140,20670.434963
437.48,158,20671.688596
407.87,206,20673.372474
263.38,327,20675.850104
430.12,196,20677.382856
448.24,153,20678.623364
436.91,150,20679.822199
469.9,136,20680.930637
488.65,134,20682.0163
446.69,159,20688.027214
369.66,234,20689.914691
372.54,238,20691.755671
515.51,109,20692.67867
505.63,122,20693.685198
280.04,333,20696.211232
485.92,115,20697.243077
433.01,169,20698.579186
461.66,154,20699.822987
345.48,247,20701.79278
442.82,159,20703.060848
496.53,130,20704.121867
427.42,187,20710.384113
413.19,203,20711.942475
338.57,277,20714.05743
466.31,126,20715.063161
472.97,152,20716.292237
476.8,145,20717.451382
341.75,247,20719.363145
414.77,218,20721.133479
497.64,132,20722.198514
502.81,120,20723.165471
339.81,280,20730.037194
472.68,149,20731.340811
468.73,141,20732.496399
461.63,153,20733.731881
444.11,163,20735.110361
444.74,161,20736.381932
317.91,292,20738.71389
472.09,142,20739.858744
384.36,238,20741.687742
470.43,152,20742.929301
429.33,173,20744.28787
498.58,109,20745.193388
209.78,382,20752.742663
485.05,140,20753.901026
391.49,227,20755.711773
488.76,126,20756.747103
446.66,178,20758.182431
471.47,142,20759.323636
312.87,318,20761.745239
478.4,144,20762.915604
482.46,135,20764.005218
468.45,127,20765.027041
472.88,144,20766.195859
509.63,111,20767.170961
458.7,148,20773.014659
372.95,234,20774.825289
293.63,318,20777.369219
279.38,340,20780.066958
429.33,184,20781.514908
497.73,130,20782.583199
501.94,97,20783.397884
489.66,136,20784.50287
403.74,205,20786.102358
475.51,135,20787.206114
458.86,153,20788.433493
494.43,127,20794.137908
465.26,153,20795.351891
496.3,132,20796.438919
484.17,126,20797.467855
428.23,192,20798.966448
465.34,149,20800.178609
501.38,126,20801.306701
501.24,123,20802.341179
444.6,162,20803.623314
506.05,115,20804.645958
482.42,147,20805.816551
424.12,196,20807.353026
475.86,131,20808.426459
346.08,276,20815.254186
25.12,591,20819.641997
524.44,104,20820.514829
339.66,282,20822.707045
383.86,232,20824.558431
164.56,436,20827.871297
454.15,155,20829.100674
454.95,158,20835.018214
451.71,163,20836.398358
476.01,153,20837.649065
480.67,139,20838.760117
507.04,123,20839.760375
500.53,119,20840.740435
495.18,117,20841.714292
467.29,123,20842.71507
511.97,116,20843.667466
444.53,179,20845.103168
422.45,194,20846.671967
481.67,151,20847.914078
437.13,178,20849.309541
499.6,131,20850.363606
473.86,160,20856.335944
403.78,218,20858.027634
428.83,187,20859.510846
501.65,107,20860.408941
261.23,353,20863.085524
482.16,145,20864.262893
462.05,146,20865.434592
455.1,160,20866.712845
380.54,241,20868.622914
439.92,147,20869.820082
482.24,130,20870.906274
481.86,131,20871.96865
500.23,130,20877.684852
193.12,416,20880.819538
482.77,136,20881.915745
399.89,211,20883.585
465.61,143,20884.754572
183.59,429,20888.067313
473.97,113,20888.989023
477.44,153,20890.20172
449.96,163,20891.531924
489.06,121,20892.550222
464.07,147,20898.465494
403.34,197,20900.011909
416.41,201,20901.577792
439.76,161,20902.854323
416.77,209,20904.516651
496.47,134,20905.587858
306.28,267,20907.653988
502.99,122,20908.65984
481.1,140,20909.770405
490.74,128,20910.784667
516.08,116,20911.736851
414.38,210,20913.378197
399.94,217,20919.870725
520.33,111,20920.812042
475.65,136,20921.889538
492.81,138,20923.014621
458.24,150,20924.244396
387.14,225,20925.985838
448.08,176,20927.354976
407.55,202,20928.927633
415.75,197,20930.451133
371.19,258,20932.417663
452.68,152,20933.618951
425.34,185,20935.080749
499.54,123,20940.874444
504.01,129,20941.987221
484.16,143,20943.145494
448.84,174,20944.599087
492.31,128,20945.623501
303.74,307,20947.971052
492.49,124,20948.980851
368.17,234,20950.762165
427.53,191,20952.245905
493.84,116,20953.200095
485.44,122,20954.209075
341.1,267,20956.235168
465.47,151,20962.263513
490.71,139,20963.390295
492.73,136,20964.514204
428.28,177,20965.998536
487.23,133,20967.072917
425.82,195,20968.595576
484.06,136,20969.687462
509.75,111,20970.599375
404.26,200,20972.139256
408.27,211,20973.768201
438.11,180,20975.152786
439.41,182,20976.57059
468.64,147,20982.424436
471.02,132,20983.518815
511.78,100,20984.381813
159.76,436,20987.74267
473.49,143,20988.898427
338.08,287,20991.076277
454.16,121,20992.128596
337.03,257,20994.108182
471.76,135,20995.179254
412.14,202,20996.765301
424.27,175,20998.150123
328.72,263,21004.884166
467.72,140,21006.035382
451.86,158,21007.325789
499.86,120,21008.34062
413.14,196,21009.904811
507.73,107,21010.807839
451.96,166,21012.122064
374.28,239,21013.941103
450.57,177,21015.329067
488.74,132,21016.404522
412.26,186,21017.852745
440.77,169,21019.201684
310.34,302,21026.181887
486.47,126,21027.215964
447.56,168,21028.528693
468.27,160,21029.826864
327.72,231,21031.648986
454.65,147,21032.856148
490.65,131,21033.907318
438.34,182,21035.322885
439.6,188,21036.787663
492.67,116,21037.738949
500.07,112,21038.676189
489.26,111,21039.602384
470.83,123,21045.304844
497.78,118,21046.332869
490.54,135,21047.437101
426.17,177,21048.817253
441.09,166,21050.118725
527.28,91,21050.884311
308.18,300,21053.198795
494.63,115,21054.166806
468.84,136,21055.294241
273.45,337,21057.878928
484.13,137,21058.989611
487.87,128,21060.028279
507.98,116,21060.993659
507.63,105,21066.606015
464.97,148,21067.784189
394.23,210,21069.483184
473.04,149,21070.66685
476.8,142,21071.782633
424.86,191,21073.296737
374.42,240,21075.138595
496.4,119,21076.126378
515.69,107,21077.035283
465.96,142,21078.193908
476.11,131,21079.27841
408.86,210,21081.020097
463.05,145,21082.211869
417.63,176,21088.382628
377.68,234,21090.193195
416.01,189,21091.664522
491.84,102,21092.512349
439.8,170,21093.867163
386.84,237,21095.780886
510.41,108,21096.708917
433.79,186,21098.202449
274.11,347,21100.882653
433.45,174,21102.250506
473.4,145,21103.429178
421.68,204,21109.710955
460.94,148,21110.891154
450.68,169,21112.240519
519.45,101,21113.108322
466.57,160,21114.441475
496.69,111,21115.387385
458.68,164,21116.705723
332.82,259,21118.722753
361.81,251,21120.700842
474.65,157,21121.986782
482.31,132,21123.085507
355.19,255,21129.756021
435.95,182,21131.211211
498.84,125,21132.240525
424.95,179,21133.639377
191.25,411,21136.705432
473.32,124,21137.724808
458.2,153,21138.953518
474.5,133,21140.029542
337.28,289,21142.256559
484.63,128,21143.332486
503.95,121,21144.331249
374.6,209,21150.67575
499.38,125,21151.704038
418.5,194,21153.320064
516.97,106,21154.219193
443.96,145,21155.40614
462.86,144,21156.57407
497.67,130,21157.664963
416.09,198,21159.234876
477.35,149,21160.428865
425.71,193,21161.93845
457.84,166,21163.269555
495.76,130,21164.332934
495.87,126,21165.370508
486.56,129,21166.42141
476.83,148,21172.37675
496.39,123,21173.386077
404.02,213,21175.042608
469.14,145,21176.196402
372.58,218,21177.88372
488.55,128,21178.941505
430.89,181,21180.460714
438.07,163,21181.753965
471.11,145,21182.920752
467.42,141,21184.048791
486.46,137,21185.145784
445.75,169,21186.468975
485.86,133,21187.511027
467.85,168,21193.70718
493.84,118,21194.663422
457.75,159,21195.928698
453.66,143,21197.157088
499.79,126,21198.239918
475.33,123,21199.236683
414.92,202,21200.807301
504.47,117,21201.856511
439.45,185,21203.309169
502.3,130,21204.372195
450.49,144,21205.598085
355.74,265,21207.62479
473.06,150,21208.835522
524.83,105,21209.714491
377.66,242,21216.335222
515.75,101,21217.180232
436.83,176,21218.590616
480.59,145,21219.78897
460.97,134,21220.878049
487.34,142,21222.028394
262.09,355,21224.698013
422.57,161,21225.970761
350.5,265,21228.010706
481.74,123,21229.015932
410.96,179,21230.410608
422.03,187,21236.614972
419.82,200,21238.206403
414.02,196,21239.732357
423.65,197,21241.253972
408.19,205,21242.848791
482.57,130,21243.918928
493.52,133,21244.998952
481.14,146,21246.154527
433.49,191,21247.650406
474.93,148,21248.892352
489.05,135,21249.990116
497.24,123,21250.991931
414.77,182,21257.094055
514.56,109,21258.009006
472.49,132,21259.108195
414.93,208,21260.759389
402.33,214,21262.409194
460.9,144,21263.568896
482.34,127,21264.586493
493.64,126,21265.610965
468.42,135,21266.685735
487.35,135,21267.773466
445.54,159,21269.044315
409.28,182,21270.475014
492.78,135,21271.539681
507.12,123,21272.550207
501.54,115,21278.160104
466.31,160,21279.42685
423.99,192,21280.983767
453.04,145,21282.175939
417.85,186,21283.669614
387.79,207,21285.333683
503.92,106,21286.212852
506.53,127,21287.247824
407.43,198,21288.799287
496.64,118,21289.766785
471.89,140,21290.877078
495.14,123,21291.932319
516.57,112,21292.849683
488.05,136,21294.042976
483.67,127,21299.748825
515.1,114,21300.748033
130.29,487,21304.383139
447.93,172,21305.792686
467.97,158,21307.081661
495.45,124,21308.12
494.86,129,21309.223499
514.47,96,21310.023093
492.93,126,21311.055864
464.3,154,21312.258531
485.55,131,21313.40692
509.68,120,21314.397115
394.97,208,21320.69132
502.87,123,21321.753471
493.87,126,21322.778952
460.54,165,21324.075706
474.95,155,21325.294756
478.0,133,21326.435297
490.19,126,21327.478206
371.2,227,21329.292221
405.49,204,21330.950344
507.62,118,21331.927631
495.76,121,21332.915427
525.48,97,21333.748653
459.99,166,21335.077906
471.18,154,21336.288775
441.52,169,21342.299891
397.29,226,21344.137104
508.63,115,21345.152051
508.15,105,21346.030855
472.0,154,21347.309499
294.4,322,21349.803076
513.91,105,21350.691069
277.54,320,21353.16971
489.54,125,21354.194011
477.34,139,21355.301571
477.14,141,21356.450524
429.16,184,21362.521809
479.52,136,21363.637942
446.38,177,21365.030394
426.8,187,21366.480976
472.99,144,21367.614578
469.83,142,21368.76698
515.78,114,21369.695678
463.98,162,21370.993763
457.89,158,21372.272428
478.1,131,21373.323719
515.25,105,21374.211728
504.04,108,21375.108782
508.25,109,21376.031774
505.66,111,21376.970865
489.35,136,21378.077644
494.1,132,21383.811453
423.28,196,21385.348794
481.66,145,21386.523948
422.76,192,21388.061152
535.86,88,21388.802401
419.01,203,21390.386599
478.57,151,21391.655734
487.57,127,21392.788312
399.61,226,21394.544438
425.35,186,21396.012026
357.29,250,21398.024236
429.24,184,21399.507762
515.81,118,21405.218828
493.73,101,21406.054833
486.6,140,21407.174407
435.05,172,21408.531094
430.29,190,21410.095057
443.14,176,21411.48976
490.39,119,21412.459574
492.6,120,21413.463026
495.38,105,21414.346561
401.34,217,21416.013914
495.71,131,21417.082447
455.57,158,21418.333131
533.01,93,21419.115588
385.45,235,21420.963788
531.39,91,21426.474904
480.38,134,21427.555243
516.14,111,21428.472384
481.41,137,21429.557333
481.53,138,21430.72731
441.98,171,21432.059054
523.94,98,21432.880588
488.53,128,21433.965101
501.23,102,21434.811181
491.05,124,21435.892005
437.38,183,21437.316764
512.59,117,21438.337267
513.24,98,21439.141471
287.66,318,21441.517022
464.47,163,21442.84503
409.59,190,21449.113526
441.25,179,21450.505407
499.15,128,21451.546439
495.22,126,21452.542446
477.02,142,21453.699474
496.8,136,21454.800122
532.31,94,21455.60132
502.44,122,21456.604384
449.59,149,21457.770398
511.99,111,21458.682207
488.29,126,21459.781831
313.09,272,21461.839664
497.63,117,21462.815971
459.51,137,21463.917211
505.21,110,21469.529432
516.18,105,21470.411568
505.43,119,21471.395247
417.11,212,21473.071428
485.59,134,21474.162438
496.42,131,21475.210269
507.44,114,21476.153497
471.38,153,21477.34503
452.73,167,21478.663371
524.33,103,21479.591681
506.0,114,21480.522856
434.56,174,21481.881503
484.37,124,21482.887485
511.97,116,21483.922885
439.39,177,21485.306937
503.09,114,21490.907895
421.45,178,21492.326625
461.35,151,21493.587059
455.78,146,21494.787972
534.06,96,21495.616525
493.76,127,21496.697284
236.77,352,21499.333989
522.1,99,21500.164315
505.3,119,21501.155291
525.18,107,21502.02863
494.77,120,21503.008558
523.44,110,21503.91568
502.61,130,21505.036256
531.23,97,21505.860268
466.93,147,21511.743925
456.68,163,21513.030067
512.64,117,21514.041673
548.28,85,21514.782615
519.37,111,21515.72165
376.67,236,21517.660829
491.78,126,21518.706722
478.7,142,21519.842117
501.18,130,21520.909255
463.78,170,21522.256525
504.33,112,21523.229634
482.56,145,21524.393559
382.34,224,21526.139341
404.34,211,21527.766531
426.53,196,21533.973316
507.32,94,21534.768818
497.8,120,21535.734084
448.14,180,21537.125116
448.43,180,21538.554288
529.45,100,21539.411222
511.47,119,21540.407943
507.01,116,21541.386405
483.07,137,21542.512506
498.53,131,21543.578349
502.87,124,21544.590757
474.38,147,21545.768685
403.74,201,21547.353239
467.11,145,21548.515224
488.47,124,21554.212481
220.56,399,21557.257898
513.17,120,21558.227514
535.19,87,21558.965013
506.63,127,21560.016222
448.1,163,21561.319371
439.4,177,21562.742397
465.7,152,21563.997976
489.97,118,21564.999479
535.27,95,21565.811633
509.53,117,21566.776237
522.11,97,21567.690446
512.31,110,21568.625548
461.52,161,21569.902639
478.55,129,21575.675797
409.4,201,21577.322181
504.16,106,21578.212251
522.28,107,21579.095888
435.54,192,21580.647036
502.73,111,21581.57579
513.46,115,21582.548796
531.96,98,21583.400489
503.92,113,21584.355058
518.01,113,21585.365829
432.1,193,21586.915872
430.85,183,21588.374353
478.21,144,21589.554721
482.41,141,21590.73104
527.75,92,21591.511976
514.16,114,21592.4826
476.05,142,21598.421285
486.3,133,21599.486999
497.18,119,21600.467479
484.74,131,21601.52946
459.85,145,21602.782372
535.13,97,21603.605556
514.52,112,21604.55869
479.65,150,21605.782879
511.86,118,21606.849992
437.39,187,21608.340291
529.57,104,21609.326023
495.46,135,21610.514232
526.19,108,21611.413437
486.32,140,21612.553908
495.76,143,21613.715098
509.1,119,21619.473997
521.75,99,21620.327458
514.17,100,21621.185254
500.79,123,21622.193784
514.59,113,21623.135255
473.66,152,21624.447688
223.48,402,21627.589205
483.34,143,21628.76116
477.61,152,21630.002087
468.16,145,21631.160847
503.78,121,21632.164533
448.83,181,21633.598782
514.52,106,21634.452137
515.29,110,21635.370449
297.28,316,21642.478969
510.96,121,21643.468875
466.86,149,21644.657018
503.02,127,21645.696429
496.78,123,21646.712286
483.09,137,21647.822398
434.04,192,21649.371421
538.03,90,21650.148115
501.22,128,21651.205426
518.3,109,21652.123
496.91,115,21653.081703
500.44,130,21654.189585
427.14,186,21655.639432
463.84,152,21656.852616
382.52,218,21663.20336
490.59,126,21664.244968
415.06,211,21665.90479
511.14,115,21666.851745
458.47,167,21668.155408
493.19,128,21669.205204
527.08,91,21669.982819
533.99,97,21670.797122
483.29,151,21672.050266
471.23,122,21673.08152
515.57,108,21673.985419
490.1,138,21675.113438
498.64,131,21676.167712
536.74,94,21676.950153
485.08,151,21678.232256
494.25,115,21683.863969
339.34,289,21686.086438
529.9,99,21686.923546
504.53,112,21687.850904
528.31,88,21688.613957
498.91,128,21689.64533
416.81,203,21691.228876
513.02,105,21692.086864
523.72,99,21692.912156
495.41,135,21694.029272
504.79,131,21695.120325
527.17,93,21695.985875
503.53,119,21696.966951
497.24,130,21698.012429
499.78,126,21699.096816
538.54,92,21699.876812
500.0,120,21705.546397
413.73,206,21707.149148
403.17,224,21708.894596
458.28,146,21710.081664
445.12,168,21711.405706
429.9,178,21712.809786
485.59,132,21713.876561
497.11,136,21714.96213
511.5,97,21715.776682
504.26,122,21716.768584
513.12,117,21717.750318
518.66,113,21718.707399
485.39,132,21719.801774
395.7,207,21726.129478
520.03,102,21726.983168
538.3,92,21727.76545
538.95,102,21728.627375
524.77,100,21729.472509
492.22,139,21730.596077
535.13,99,21731.437737
414.71,197,21733.001935
459.72,162,21734.301158
519.86,103,21735.156839
515.9,110,21736.051394
530.34,97,21736.876116
423.59,199,21738.502816
508.95,120,21739.493436
525.28,99,21740.348921
524.97,108,21741.270862
478.5,146,21742.482964
449.3,157,21748.402366
525.96,101,21749.256763
507.22,110,21750.185672
512.99,112,21751.109003
466.27,161,21752.374067
476.72,136,21753.47097
506.96,113,21754.392053
519.63,111,21755.287713
516.34,111,21756.189436
529.84,91,21756.949783
506.28,117,21757.958489
515.58,96,21758.76694
526.62,95,21759.57384
517.04,114,21760.509154
400.79,213,21762.221224
505.2,121,21763.235407
492.37,125,21764.289269
510.66,117,21769.949581
519.07,106,21770.891164
467.9,152,21772.096544
536.63,91,21772.856679
510.32,112,21773.763046
457.53,158,21775.085774
497.49,113,21776.082702
530.97,98,21776.899343
483.74,130,21777.949279
523.24,108,21778.945095
525.98,93,21779.730961
500.27,136,21780.840676
471.24,154,21782.060647
504.67,111,21783.059767
515.96,110,21783.981379
505.26,116,21784.940099
524.97,101,21785.806594
468.9,152,21791.80707
498.64,120,21792.875263
458.58,157,21794.105275
506.15,125,21795.115444
490.42,139,21796.291732
500.03,120,21797.264842
483.52,144,21798.423581
460.57,155,21799.653789
442.8,175,21801.086982
528.65,96,21801.891455
460.22,167,21803.201093
511.75,103,21804.074258
520.95,107,21804.970739
521.82,101,21805.808442
503.71,125,21806.835732
522.5,101,21807.67686
515.74,99,21813.357158
355.43,258,21815.312541
527.57,97,21816.110415
494.83,123,21817.182594
453.03,163,21818.471522
534.92,92,21819.254885
332.13,290,21821.544415
507.5,105,21822.420476
519.77,107,21823.303769
511.71,117,21824.266447
489.64,137,21825.362255
511.42,111,21826.281315
443.11,160,21827.554709
466.64,159,21828.823741
494.21,126,21834.591644
524.67,94,21835.389028
526.35,104,21836.263306
458.99,140,21837.361508
521.79,108,21838.263278
496.06,130,21839.314279
470.08,148,21840.512726
504.41,119,21841.46756
518.82,108,21842.368491
484.12,137,21843.49094
537.29,88,21844.256631
531.93,87,21844.99724
541.73,86,21845.752746
475.27,154,21847.048527
530.54,97,21847.872814
522.52,104,21848.751169
522.94,102,21849.614353
483.66,139,21850.792385
523.05,105,21856.393416
501.64,115,21857.341999
520.68,99,21858.186364
494.29,133,21859.278649
500.27,122,21860.369403
502.61,130,21861.42771
491.16,118,21862.401191
500.52,120,21863.39464
445.04,182,21864.828811
474.94,156,21866.065855
525.19,89,21866.834248
520.0,105,21867.694219
481.87,149,21868.900145
517.05,102,21869.758136
506.49,116,21870.716904
460.42,161,21872.080675
500.66,118,21877.702095
522.21,106,21878.573489
493.47,125,21879.595767
499.97,128,21880.630714
528.28,99,21881.466552
474.41,157,21882.718005
540.19,89,21883.476912
524.4,100,21884.332483
269.06,305,21886.728022
516.67,110,21887.651427
504.15,111,21888.558169
523.82,101,21889.413618
537.76,91,21890.173422
532.48,97,21890.978621
529.94,103,21891.900716
528.85,99,21892.716225
487.32,132,21893.781827
507.71,116,21899.373378
524.93,96,21900.17617
513.99,114,21901.111247
458.22,164,21902.3854
517.39,112,21903.318633
428.38,193,21904.870948
509.24,117,21905.841136
526.21,108,21906.751808
522.08,100,21907.585598
496.71,134,21908.657449
315.96,307,21911.005741
473.35,147,21912.172693
484.37,127,21913.196211
536.2,97,21914.015645
524.38,101,21914.852476
547.23,83,21920.293122
524.92,104,21921.167813
506.8,119,21922.157459
439.67,169,21923.516411
528.72,97,21924.364573
509.64,109,21925.253346
492.7,139,21926.369246
470.11,159,21927.681803
538.22,89,21928.439196
503.38,122,21929.442857
510.27,109,21930.355017
496.05,133,21931.431182
484.18,139,21932.577262
512.5,117,21933.52681
514.45,117,21934.48848
524.42,97,21935.31282
523.88,108,21936.210473
468.82,159,21942.2024
528.78,109,21943.111223
499.42,128,21944.185684
543.17,86,21944.927125
411.01,212,21946.541008
498.88,121,21947.518003
489.55,136,21948.618194
486.54,118,21949.615641
518.13,105,21950.493896
481.21,121,21951.497434
354.47,261,21953.595194
503.55,124,21954.600749
532.1,98,21955.418694
515.36,107,21956.312325
531.8,91,21957.073763
496.16,132,21958.164514
471.83,154,21964.067417
505.63,122,21965.07073
516.53,119,21966.037961
533.91,87,21966.774372
518.46,110,21967.682306
502.32,126,21968.68067
526.76,110,21969.644133
531.8,102,21970.492905
536.55,95,21971.357716
429.8,189,21972.813628
390.26,231,21974.698714
532.39,95,21975.490201
449.5,153,21976.718132
485.73,140,21977.830355
434.04,193,21979.342977
516.46,105,21984.918883
521.95,105,21985.787577
530.86,95,21986.593025
482.04,150,21987.78706
514.49,115,21988.735628
532.32,94,21989.518655
438.21,196,21991.031965
486.51,139,21992.132563
512.68,120,21993.099769
532.55,94,21993.881718
469.85,163,21995.178452
481.33,138,21996.277276
534.09,93,21997.068173
524.91,101,21997.910696
512.75,112,21998.842517
518.37,115,21999.793188
527.37,98,22000.636274
512.54,112,22006.247111
499.1,124,22007.27476
524.13,108,22008.181424
507.91,118,22009.128124
522.15,97,22009.93262
499.72,134,22011.00421
517.28,110,22011.960043
550.65,79,22012.631675
522.59,102,22013.469124
527.06,105,22014.335878
532.26,96,22015.130324
491.14,131,22016.210831
538.94,94,22017.016093
489.27,132,22018.083727
444.52,177,22019.558909
511.56,104,22020.437806
521.62,108,22021.358883
492.8,117,22022.329952
526.63,88,22027.76761
504.87,114,22028.707407
533.84,93,22029.486533
497.75,124,22030.463667
524.03,92,22031.25231
536.18,92,22032.012775
506.3,114,22032.940428
508.0,116,22033.906691
540.54,88,22034.656741
84.59,533,22038.671083
523.59,109,22039.578783
526.53,108,22040.470176
521.94,99,22041.289888
531.77,89,22042.026819
527.75,99,22042.848038
537.67,91,22043.615072
